"Step","e75-30-baseline-20250607_004142 - val_auc","e75-30-baseline-20250607_004142 - val_auc__MIN","e75-30-baseline-20250607_004142 - val_auc__MAX","e75-28-baseline-20250607_003733 - val_auc","e75-28-baseline-20250607_003733 - val_auc__MIN","e75-28-baseline-20250607_003733 - val_auc__MAX","e75-29-baseline-20250607_003732 - val_auc","e75-29-baseline-20250607_003732 - val_auc__MIN","e75-29-baseline-20250607_003732 - val_auc__MAX","e75-26-baseline-20250607_002723 - val_auc","e75-26-baseline-20250607_002723 - val_auc__MIN","e75-26-baseline-20250607_002723 - val_auc__MAX","e75-27-baseline-20250607_002722 - val_auc","e75-27-baseline-20250607_002722 - val_auc__MIN","e75-27-baseline-20250607_002722 - val_auc__MAX","e75-25-baseline-20250607_002321 - val_auc","e75-25-baseline-20250607_002321 - val_auc__MIN","e75-25-baseline-20250607_002321 - val_auc__MAX","e75-24-baseline-20250607_001720 - val_auc","e75-24-baseline-20250607_001720 - val_auc__MIN","e75-24-baseline-20250607_001720 - val_auc__MAX","e75-23-baseline-20250607_001020 - val_auc","e75-23-baseline-20250607_001020 - val_auc__MIN","e75-23-baseline-20250607_001020 - val_auc__MAX","e75-22-baseline-20250606_234659 - val_auc","e75-22-baseline-20250606_234659 - val_auc__MIN","e75-22-baseline-20250606_234659 - val_auc__MAX","e75-21-baseline-20250606_233443 - val_auc","e75-21-baseline-20250606_233443 - val_auc__MIN","e75-21-baseline-20250606_233443 - val_auc__MAX","e75-20-baseline-20250606_233246 - val_auc","e75-20-baseline-20250606_233246 - val_auc__MIN","e75-20-baseline-20250606_233246 - val_auc__MAX","e75-19-baseline-20250606_233237 - val_auc","e75-19-baseline-20250606_233237 - val_auc__MIN","e75-19-baseline-20250606_233237 - val_auc__MAX","e75-18-baseline-20250606_232845 - val_auc","e75-18-baseline-20250606_232845 - val_auc__MIN","e75-18-baseline-20250606_232845 - val_auc__MAX","e75-17-baseline-20250606_232448 - val_auc","e75-17-baseline-20250606_232448 - val_auc__MIN","e75-17-baseline-20250606_232448 - val_auc__MAX","e75-16-baseline-20250606_224845 - val_auc","e75-16-baseline-20250606_224845 - val_auc__MIN","e75-16-baseline-20250606_224845 - val_auc__MAX","e75-15-baseline-20250606_224255 - val_auc","e75-15-baseline-20250606_224255 - val_auc__MIN","e75-15-baseline-20250606_224255 - val_auc__MAX","e75-14-baseline-20250606_223806 - val_auc","e75-14-baseline-20250606_223806 - val_auc__MIN","e75-14-baseline-20250606_223806 - val_auc__MAX","e75-13-baseline-20250606_223602 - val_auc","e75-13-baseline-20250606_223602 - val_auc__MIN","e75-13-baseline-20250606_223602 - val_auc__MAX","e75-12-baseline-20250606_221958 - val_auc","e75-12-baseline-20250606_221958 - val_auc__MIN","e75-12-baseline-20250606_221958 - val_auc__MAX","e75-11-baseline-20250606_221957 - val_auc","e75-11-baseline-20250606_221957 - val_auc__MIN","e75-11-baseline-20250606_221957 - val_auc__MAX","e75-10-baseline-20250606_221227 - val_auc","e75-10-baseline-20250606_221227 - val_auc__MIN","e75-10-baseline-20250606_221227 - val_auc__MAX","e75-9-baseline-20250606_215321 - val_auc","e75-9-baseline-20250606_215321 - val_auc__MIN","e75-9-baseline-20250606_215321 - val_auc__MAX","e75-8-baseline-20250606_215120 - val_auc","e75-8-baseline-20250606_215120 - val_auc__MIN","e75-8-baseline-20250606_215120 - val_auc__MAX","e75-7-baseline-20250606_214320 - val_auc","e75-7-baseline-20250606_214320 - val_auc__MIN","e75-7-baseline-20250606_214320 - val_auc__MAX","e75-6-baseline-20250606_214145 - val_auc","e75-6-baseline-20250606_214145 - val_auc__MIN","e75-6-baseline-20250606_214145 - val_auc__MAX","e75-5-baseline-20250606_213341 - val_auc","e75-5-baseline-20250606_213341 - val_auc__MIN","e75-5-baseline-20250606_213341 - val_auc__MAX","e75-1-baseline-20250606_210919 - val_auc","e75-1-baseline-20250606_210919 - val_auc__MIN","e75-1-baseline-20250606_210919 - val_auc__MAX","e75-4-baseline-20250606_210919 - val_auc","e75-4-baseline-20250606_210919 - val_auc__MIN","e75-4-baseline-20250606_210919 - val_auc__MAX","e75-3-baseline-20250606_210919 - val_auc","e75-3-baseline-20250606_210919 - val_auc__MIN","e75-3-baseline-20250606_210919 - val_auc__MAX","e75-2-baseline-20250606_210919 - val_auc","e75-2-baseline-20250606_210919 - val_auc__MIN","e75-2-baseline-20250606_210919 - val_auc__MAX"
"10","0.6479211087420043","0.6479211087420043","0.6479211087420043","0.7196162046908315","0.7196162046908315","0.7196162046908315","0.6880330490405118","0.6880330490405118","0.6880330490405118","0.7495335820895522","0.7495335820895522","0.7495335820895522","0.7301439232409381","0.7301439232409381","0.7301439232409381","0.36713752665245203","0.36713752665245203","0.36713752665245203","0.7773187633262262","0.7773187633262262","0.7773187633262262","0.8058368869936033","0.8058368869936033","0.8058368869936033","0.5732942430703626","0.5732942430703626","0.5732942430703626","0.5567030916844349","0.5567030916844349","0.5567030916844349","0.6044776119402986","0.6044776119402986","0.6044776119402986","0.6567164179104479","0.6567164179104479","0.6567164179104479","0.5","0.5","0.5","0.8095682302771855","0.8095682302771855","0.8095682302771855","0.36247334754797433","0.36247334754797433","0.36247334754797433","0.7899786780383795","0.7899786780383795","0.7899786780383795","0.4367004264392324","0.4367004264392324","0.4367004264392324","0.7458688699360342","0.7458688699360342","0.7458688699360342","0.6356609808102346","0.6356609808102346","0.6356609808102346","0.6450559701492538","0.6450559701492538","0.6450559701492538","0.7276119402985074","0.7276119402985074","0.7276119402985074","0.8426172707889125","0.8426172707889125","0.8426172707889125","0.7361407249466951","0.7361407249466951","0.7361407249466951","0.6368603411513859","0.6368603411513859","0.6368603411513859","0.7726545842217484","0.7726545842217484","0.7726545842217484","0.7799840085287847","0.7799840085287847","0.7799840085287847","0.6140058635394456","0.6140058635394456","0.6140058635394456","0.783049040511727","0.783049040511727","0.783049040511727","0.8162313432835822","0.8162313432835822","0.8162313432835822","0.6323294243070361","0.6323294243070361","0.6323294243070361"
"11","0.7314765458422176","0.7314765458422176","0.7314765458422176","0.7795842217484008","0.7795842217484008","0.7795842217484008","0.7563965884861408","0.7563965884861408","0.7563965884861408","0.7714552238805971","0.7714552238805971","0.7714552238805971","0.5759594882729211","0.5759594882729211","0.5759594882729211","0.6042110874200427","0.6042110874200427","0.6042110874200427","0.7931769722814499","0.7931769722814499","0.7931769722814499","0.7973081023454158","0.7973081023454158","0.7973081023454158","0.5848880597014926","0.5848880597014926","0.5848880597014926","0.6617803837953091","0.6617803837953091","0.6617803837953091","0.6067430703624733","0.6067430703624733","0.6067430703624733","0.6340618336886994","0.6340618336886994","0.6340618336886994","0.6800373134328359","0.6800373134328359","0.6800373134328359","0.4896055437100213","0.4896055437100213","0.4896055437100213","0.7062899786780383","0.7062899786780383","0.7062899786780383","0.802905117270789","0.802905117270789","0.802905117270789","0.7253464818763325","0.7253464818763325","0.7253464818763325","0.6848347547974414","0.6848347547974414","0.6848347547974414","0.7181503198294243","0.7181503198294243","0.7181503198294243","0.7336087420042643","0.7336087420042643","0.7336087420042643","0.7246801705756929","0.7246801705756929","0.7246801705756929","0.8117004264392323","0.8117004264392323","0.8117004264392323","0.7889125799573561","0.7889125799573561","0.7889125799573561","0.7266791044776119","0.7266791044776119","0.7266791044776119","0.7054904051172708","0.7054904051172708","0.7054904051172708","0.7630597014925373","0.7630597014925373","0.7630597014925373","0.7225479744136462","0.7225479744136462","0.7225479744136462","0.5926172707889126","0.5926172707889126","0.5926172707889126","0.8006396588486141","0.8006396588486141","0.8006396588486141","0.7730543710021323","0.7730543710021323","0.7730543710021323"
"12","0.7474680170575693","0.7474680170575693","0.7474680170575693","0.7385394456289979","0.7385394456289979","0.7385394456289979","0.7770522388059702","0.7770522388059702","0.7770522388059702","0.7324093816631129","0.7324093816631129","0.7324093816631129","0.5775586353944563","0.5775586353944563","0.5775586353944563","0.49906716417910446","0.49906716417910446","0.49906716417910446","0.8110341151385927","0.8110341151385927","0.8110341151385927","0.8190298507462688","0.8190298507462688","0.8190298507462688","","","","0.6878997867803838","0.6878997867803838","0.6878997867803838","0.7141524520255864","0.7141524520255864","0.7141524520255864","0.7742537313432837","0.7742537313432837","0.7742537313432837","0.6906982942430704","0.6906982942430704","0.6906982942430704","0.7340085287846483","0.7340085287846483","0.7340085287846483","0.7727212153518125","0.7727212153518125","0.7727212153518125","0.6653784648187633","0.6653784648187633","0.6653784648187633","0.6572494669509595","0.6572494669509595","0.6572494669509595","0.7982409381663113","0.7982409381663113","0.7982409381663113","0.693230277185501","0.693230277185501","0.693230277185501","0.64818763326226","0.64818763326226","0.64818763326226","0.7221481876332623","0.7221481876332623","0.7221481876332623","0.8119669509594883","0.8119669509594883","0.8119669509594883","0.630996801705757","0.630996801705757","0.630996801705757","0.5447761194029851","0.5447761194029851","0.5447761194029851","0.7957089552238806","0.7957089552238806","0.7957089552238806","0.822228144989339","0.822228144989339","0.822228144989339","0.8062366737739872","0.8062366737739872","0.8062366737739872","0.5275852878464818","0.5275852878464818","0.5275852878464818","0.7677238805970149","0.7677238805970149","0.7677238805970149","0.7750533049040512","0.7750533049040512","0.7750533049040512"
"13","0.7647921108742004","0.7647921108742004","0.7647921108742004","0.8081023454157782","0.8081023454157782","0.8081023454157782","0.7898454157782515","0.7898454157782515","0.7898454157782515","0.7679904051172708","0.7679904051172708","0.7679904051172708","0.45962153518123666","0.45962153518123666","0.45962153518123666","0.7032249466950959","0.7032249466950959","0.7032249466950959","0.8123667377398721","0.8123667377398721","0.8123667377398721","0.8081023454157782","0.8081023454157782","0.8081023454157782","","","","0.6256663113006395","0.6256663113006395","0.6256663113006395","0.699227078891258","0.699227078891258","0.699227078891258","0.7555970149253731","0.7555970149253731","0.7555970149253731","0.5089285714285714","0.5089285714285714","0.5089285714285714","0.7830490405117271","0.7830490405117271","0.7830490405117271","0.7583955223880597","0.7583955223880597","0.7583955223880597","0.5795575692963753","0.5795575692963753","0.5795575692963753","0.6809701492537313","0.6809701492537313","0.6809701492537313","0.7701226012793176","0.7701226012793176","0.7701226012793176","0.76159381663113","0.76159381663113","0.76159381663113","0.6697761194029851","0.6697761194029851","0.6697761194029851","0.7385394456289979","0.7385394456289979","0.7385394456289979","0.8097014925373135","0.8097014925373135","0.8097014925373135","0.8227611940298508","0.8227611940298508","0.8227611940298508","0.7368736673773987","0.7368736673773987","0.7368736673773987","0.7531982942430703","0.7531982942430703","0.7531982942430703","0.8147654584221748","0.8147654584221748","0.8147654584221748","0.7180170575692963","0.7180170575692963","0.7180170575692963","0.8030383795309168","0.8030383795309168","0.8030383795309168","0.6427238805970149","0.6427238805970149","0.6427238805970149","0.7919776119402986","0.7919776119402986","0.7919776119402986"
"14","0.7747867803837953","0.7747867803837953","0.7747867803837953","0.8494136460554372","0.8494136460554372","0.8494136460554372","0.7659914712153518","0.7659914712153518","0.7659914712153518","0.7221481876332623","0.7221481876332623","0.7221481876332623","0.6332622601279319","0.6332622601279319","0.6332622601279319","0.765724946695096","0.765724946695096","0.765724946695096","0.8487473347547975","0.8487473347547975","0.8487473347547975","0.8151652452025586","0.8151652452025586","0.8151652452025586","","","","0.7084221748400853","0.7084221748400853","0.7084221748400853","0.8166311300639658","0.8166311300639658","0.8166311300639658","0.6945628997867803","0.6945628997867803","0.6945628997867803","0.6849680170575694","0.6849680170575694","0.6849680170575694","0.7460021321961621","0.7460021321961621","0.7460021321961621","0.7799840085287847","0.7799840085287847","0.7799840085287847","0.752198827292111","0.752198827292111","0.752198827292111","0.7866471215351812","0.7866471215351812","0.7866471215351812","0.7533315565031983","0.7533315565031983","0.7533315565031983","0.7514658848614073","0.7514658848614073","0.7514658848614073","0.4557569296375266","0.4557569296375266","0.4557569296375266","0.607409381663113","0.607409381663113","0.607409381663113","0.8231609808102346","0.8231609808102346","0.8231609808102346","0.8290245202558636","0.8290245202558636","0.8290245202558636","0.7380730277185501","0.7380730277185501","0.7380730277185501","0.8063699360341152","0.8063699360341152","0.8063699360341152","0.7699893390191898","0.7699893390191898","0.7699893390191898","0.5321162046908317","0.5321162046908317","0.5321162046908317","0.7927771855010661","0.7927771855010661","0.7927771855010661","0.6408582089552239","0.6408582089552239","0.6408582089552239","0.8117004264392323","0.8117004264392323","0.8117004264392323"
"15","0.7571961620469083","0.7571961620469083","0.7571961620469083","0.8199626865671642","0.8199626865671642","0.8199626865671642","0.8101012793176973","0.8101012793176973","0.8101012793176973","0.7735874200426439","0.7735874200426439","0.7735874200426439","0.7623933901918977","0.7623933901918977","0.7623933901918977","0.7539312366737739","0.7539312366737739","0.7539312366737739","0.8228944562899786","0.8228944562899786","0.8228944562899786","0.7982409381663114","0.7982409381663114","0.7982409381663114","","","","0.6829690831556503","0.6829690831556503","0.6829690831556503","0.722414712153518","0.722414712153518","0.722414712153518","0.7505330490405118","0.7505330490405118","0.7505330490405118","0.7603944562899787","0.7603944562899787","0.7603944562899787","0.593949893390192","0.593949893390192","0.593949893390192","0.775319829424307","0.775319829424307","0.775319829424307","0.6844349680170575","0.6844349680170575","0.6844349680170575","0.7078891257995736","0.7078891257995736","0.7078891257995736","0.7428038379530916","0.7428038379530916","0.7428038379530916","0.7754530916844349","0.7754530916844349","0.7754530916844349","0.7619936034115139","0.7619936034115139","0.7619936034115139","0.6628464818763327","0.6628464818763327","0.6628464818763327","0.8463486140724945","0.8463486140724945","0.8463486140724945","0.7546641791044777","0.7546641791044777","0.7546641791044777","0.7767857142857143","0.7767857142857143","0.7767857142857143","0.7839818763326226","0.7839818763326226","0.7839818763326226","0.8240938166311301","0.8240938166311301","0.8240938166311301","0.767457356076759","0.767457356076759","0.767457356076759","0.7367404051172708","0.7367404051172708","0.7367404051172708","0.8214285714285715","0.8214285714285715","0.8214285714285715","0.8073027718550106","0.8073027718550106","0.8073027718550106"
"16","0.7350746268656716","0.7350746268656716","0.7350746268656716","0.8011727078891258","0.8011727078891258","0.8011727078891258","0.7963752665245202","0.7963752665245202","0.7963752665245202","0.6919642857142857","0.6919642857142857","0.6919642857142857","0.7598614072494669","0.7598614072494669","0.7598614072494669","0.7142857142857143","0.7142857142857143","0.7142857142857143","0.835820895522388","0.835820895522388","0.835820895522388","0.7923773987206822","0.7923773987206822","0.7923773987206822","","","","0.7112206823027718","0.7112206823027718","0.7112206823027718","0.7777185501066098","0.7777185501066098","0.7777185501066098","0.798907249466951","0.798907249466951","0.798907249466951","0.6916977611940298","0.6916977611940298","0.6916977611940298","0.8178304904051172","0.8178304904051172","0.8178304904051172","0.7566631130063967","0.7566631130063967","0.7566631130063967","0.7334754797441364","0.7334754797441364","0.7334754797441364","0.8247601279317699","0.8247601279317699","0.8247601279317699","0.7865138592750532","0.7865138592750532","0.7865138592750532","0.6416577825159915","0.6416577825159915","0.6416577825159915","0.6184701492537313","0.6184701492537313","0.6184701492537313","0.8077025586353945","0.8077025586353945","0.8077025586353945","0.8282249466950959","0.8282249466950959","0.8282249466950959","0.8110341151385927","0.8110341151385927","0.8110341151385927","0.7693230277185502","0.7693230277185502","0.7693230277185502","0.8093017057569295","0.8093017057569295","0.8093017057569295","0.8376865671641791","0.8376865671641791","0.8376865671641791","0.8364872068230277","0.8364872068230277","0.8364872068230277","0.7525319829424307","0.7525319829424307","0.7525319829424307","0.8026385927505332","0.8026385927505332","0.8026385927505332","0.8050373134328357","0.8050373134328357","0.8050373134328357"
"17","0.728544776119403","0.728544776119403","0.728544776119403","0.8110341151385928","0.8110341151385928","0.8110341151385928","0.7858475479744136","0.7858475479744136","0.7858475479744136","0.755863539445629","0.755863539445629","0.755863539445629","0.7641257995735609","0.7641257995735609","0.7641257995735609","0.7910447761194029","0.7910447761194029","0.7910447761194029","0.8332889125799574","0.8332889125799574","0.8332889125799574","0.8095682302771855","0.8095682302771855","0.8095682302771855","","","","0.6407249466950959","0.6407249466950959","0.6407249466950959","0.7927771855010661","0.7927771855010661","0.7927771855010661","0.7774520255863538","0.7774520255863538","0.7774520255863538","0.8157649253731344","0.8157649253731344","0.8157649253731344","0.42723880597014924","0.42723880597014924","0.42723880597014924","0.794909381663113","0.794909381663113","0.794909381663113","0.7525319829424307","0.7525319829424307","0.7525319829424307","0.7741204690831557","0.7741204690831557","0.7741204690831557","0.7410714285714286","0.7410714285714286","0.7410714285714286","0.7899786780383795","0.7899786780383795","0.7899786780383795","0.6276652452025586","0.6276652452025586","0.6276652452025586","0.6957622601279317","0.6957622601279317","0.6957622601279317","0.8236940298507462","0.8236940298507462","0.8236940298507462","0.832089552238806","0.832089552238806","0.832089552238806","0.730610341151386","0.730610341151386","0.730610341151386","0.8224946695095949","0.8224946695095949","0.8224946695095949","0.7998400852878464","0.7998400852878464","0.7998400852878464","0.8110341151385927","0.8110341151385927","0.8110341151385927","0.7360074626865671","0.7360074626865671","0.7360074626865671","0.849813432835821","0.849813432835821","0.849813432835821","0.8118336886993603","0.8118336886993603","0.8118336886993603"
"18","0.8015724946695096","0.8015724946695096","0.8015724946695096","0.7849147121535183","0.7849147121535183","0.7849147121535183","0.6190031982942431","0.6190031982942431","0.6190031982942431","0.7382729211087421","0.7382729211087421","0.7382729211087421","0.7727878464818764","0.7727878464818764","0.7727878464818764","0.7957089552238805","0.7957089552238805","0.7957089552238805","0.7437366737739871","0.7437366737739871","0.7437366737739871","0.818496801705757","0.818496801705757","0.818496801705757","","","","0.7121535181236673","0.7121535181236673","0.7121535181236673","0.82409381663113","0.82409381663113","0.82409381663113","0.8030383795309167","0.8030383795309167","0.8030383795309167","0.7893123667377399","0.7893123667377399","0.7893123667377399","0.8315565031982943","0.8315565031982943","0.8315565031982943","0.8479477611940299","0.8479477611940299","0.8479477611940299","0.7805170575692963","0.7805170575692963","0.7805170575692963","0.8122334754797442","0.8122334754797442","0.8122334754797442","0.8097014925373135","0.8097014925373135","0.8097014925373135","0.7525319829424307","0.7525319829424307","0.7525319829424307","0.7678571428571428","0.7678571428571428","0.7678571428571428","0.8090351812366737","0.8090351812366737","0.8090351812366737","0.8142324093816631","0.8142324093816631","0.8142324093816631","0.7767857142857143","0.7767857142857143","0.7767857142857143","0.8023054371002133","0.8023054371002133","0.8023054371002133","0.8251599147121534","0.8251599147121534","0.8251599147121534","0.8091684434968018","0.8091684434968018","0.8091684434968018","0.7611940298507462","0.7611940298507462","0.7611940298507462","0.8039712153518124","0.8039712153518124","0.8039712153518124","0.8232942430703625","0.8232942430703625","0.8232942430703625","0.8099680170575694","0.8099680170575694","0.8099680170575694"
"19","0.8230277185501067","0.8230277185501067","0.8230277185501067","0.82409381663113","0.82409381663113","0.82409381663113","0.7957089552238807","0.7957089552238807","0.7957089552238807","0.7204157782515992","0.7204157782515992","0.7204157782515992","0.7342750533049041","0.7342750533049041","0.7342750533049041","0.798773987206823","0.798773987206823","0.798773987206823","0.8382196162046909","0.8382196162046909","0.8382196162046909","0.8041044776119403","0.8041044776119403","0.8041044776119403","","","","0.679637526652452","0.679637526652452","0.679637526652452","0.7575959488272922","0.7575959488272922","0.7575959488272922","0.8403518123667377","0.8403518123667377","0.8403518123667377","0.6688432835820896","0.6688432835820896","0.6688432835820896","0.8231609808102347","0.8231609808102347","0.8231609808102347","0.8369536247334755","0.8369536247334755","0.8369536247334755","0.78511460554371","0.78511460554371","0.78511460554371","0.8050373134328358","0.8050373134328358","0.8050373134328358","0.8215618336886993","0.8215618336886993","0.8215618336886993","0.7565298507462687","0.7565298507462687","0.7565298507462687","0.7677905117270789","0.7677905117270789","0.7677905117270789","0.8308901918976546","0.8308901918976546","0.8308901918976546","0.818496801705757","0.818496801705757","0.818496801705757","0.8380863539445629","0.8380863539445629","0.8380863539445629","0.7529317697228144","0.7529317697228144","0.7529317697228144","0.8082356076759062","0.8082356076759062","0.8082356076759062","0.8154317697228144","0.8154317697228144","0.8154317697228144","0.8154317697228145","0.8154317697228145","0.8154317697228145","0.7821162046908315","0.7821162046908315","0.7821162046908315","0.8287579957356076","0.8287579957356076","0.8287579957356076","0.8123667377398721","0.8123667377398721","0.8123667377398721"
"20","0.8117004264392325","0.8117004264392325","0.8117004264392325","0.810367803837953","0.810367803837953","0.810367803837953","0.7506663113006397","0.7506663113006397","0.7506663113006397","0.7017590618336886","0.7017590618336886","0.7017590618336886","0.767457356076759","0.767457356076759","0.767457356076759","0.8102345415778252","0.8102345415778252","0.8102345415778252","0.8368869936034116","0.8368869936034116","0.8368869936034116","0.7963752665245203","0.7963752665245203","0.7963752665245203","","","","0.7879797441364605","0.7879797441364605","0.7879797441364605","0.8190298507462687","0.8190298507462687","0.8190298507462687","0.8152985074626865","0.8152985074626865","0.8152985074626865","0.8276252665245203","0.8276252665245203","0.8276252665245203","0.8047707889125799","0.8047707889125799","0.8047707889125799","0.746268656716418","0.746268656716418","0.746268656716418","0.7996401918976546","0.7996401918976546","0.7996401918976546","0.8395522388059702","0.8395522388059702","0.8395522388059702","0.7485341151385928","0.7485341151385928","0.7485341151385928","0.7372734541577824","0.7372734541577824","0.7372734541577824","0.7125533049040512","0.7125533049040512","0.7125533049040512","0.6178038379530916","0.6178038379530916","0.6178038379530916","0.8246934968017058","0.8246934968017058","0.8246934968017058","0.82022921108742","0.82022921108742","0.82022921108742","0.7631929637526653","0.7631929637526653","0.7631929637526653","0.8070362473347548","0.8070362473347548","0.8070362473347548","0.8227611940298507","0.8227611940298507","0.8227611940298507","0.828091684434968","0.828091684434968","0.828091684434968","0.7859808102345416","0.7859808102345416","0.7859808102345416","0.8400852878464818","0.8400852878464818","0.8400852878464818","0.8355543710021321","0.8355543710021321","0.8355543710021321"
"21","0.820362473347548","0.820362473347548","0.820362473347548","0.845815565031983","0.845815565031983","0.845815565031983","0.7755863539445629","0.7755863539445629","0.7755863539445629","0.7213486140724947","0.7213486140724947","0.7213486140724947","0.8275586353944562","0.8275586353944562","0.8275586353944562","0.8214285714285714","0.8214285714285714","0.8214285714285714","0.808502132196162","0.808502132196162","0.808502132196162","0.8074360341151388","0.8074360341151388","0.8074360341151388","","","","0.769456289978678","0.769456289978678","0.769456289978678","0.8344882729211087","0.8344882729211087","0.8344882729211087","0.8305570362473348","0.8305570362473348","0.8305570362473348","0.7683901918976547","0.7683901918976547","0.7683901918976547","0.7901119402985075","0.7901119402985075","0.7901119402985075","0.8307569296375267","0.8307569296375267","0.8307569296375267","0.7973081023454159","0.7973081023454159","0.7973081023454159","0.7734541577825159","0.7734541577825159","0.7734541577825159","0.814365671641791","0.814365671641791","0.814365671641791","0.7232809168443497","0.7232809168443497","0.7232809168443497","0.7995735607675907","0.7995735607675907","0.7995735607675907","0.8146321961620469","0.8146321961620469","0.8146321961620469","0.8052372068230277","0.8052372068230277","0.8052372068230277","0.8276918976545843","0.8276918976545843","0.8276918976545843","0.7428704690831557","0.7428704690831557","0.7428704690831557","0.8522121535181236","0.8522121535181236","0.8522121535181236","0.8187633262260128","0.8187633262260128","0.8187633262260128","0.8089019189765458","0.8089019189765458","0.8089019189765458","0.8004397654584221","0.8004397654584221","0.8004397654584221","0.8366204690831557","0.8366204690831557","0.8366204690831557","0.8360874200426439","0.8360874200426439","0.8360874200426439"
"22","0.7994402985074628","0.7994402985074628","0.7994402985074628","0.834221748400853","0.834221748400853","0.834221748400853","0.7963752665245202","0.7963752665245202","0.7963752665245202","0.7332755863539446","0.7332755863539446","0.7332755863539446","0.8166311300639658","0.8166311300639658","0.8166311300639658","0.8035714285714286","0.8035714285714286","0.8035714285714286","0.8432835820895522","0.8432835820895522","0.8432835820895522","0.8010394456289979","0.8010394456289979","0.8010394456289979","","","","0.6623134328358209","0.6623134328358209","0.6623134328358209","0.8061034115138593","0.8061034115138593","0.8061034115138593","0.8340884861407251","0.8340884861407251","0.8340884861407251","0.7839818763326225","0.7839818763326225","0.7839818763326225","0.8081023454157782","0.8081023454157782","0.8081023454157782","0.8622068230277186","0.8622068230277186","0.8622068230277186","0.7828491471215352","0.7828491471215352","0.7828491471215352","0.8346215351812366","0.8346215351812366","0.8346215351812366","0.8180303837953091","0.8180303837953091","0.8180303837953091","0.7938432835820896","0.7938432835820896","0.7938432835820896","0.6831023454157783","0.6831023454157783","0.6831023454157783","0.804637526652452","0.804637526652452","0.804637526652452","0.8316897654584221","0.8316897654584221","0.8316897654584221","0.7566631130063965","0.7566631130063965","0.7566631130063965","0.80090618336887","0.80090618336887","0.80090618336887","0.7974413646055438","0.7974413646055438","0.7974413646055438","0.8215618336886994","0.8215618336886994","0.8215618336886994","0.8374200426439232","0.8374200426439232","0.8374200426439232","0.8148320895522388","0.8148320895522388","0.8148320895522388","0.8407515991471216","0.8407515991471216","0.8407515991471216","0.830090618336887","0.830090618336887","0.830090618336887"
"23","0.8270255863539445","0.8270255863539445","0.8270255863539445","0.849546908315565","0.849546908315565","0.849546908315565","0.810634328358209","0.810634328358209","0.810634328358209","0.7644589552238805","0.7644589552238805","0.7644589552238805","0.8215618336886993","0.8215618336886993","0.8215618336886993","0.8228944562899787","0.8228944562899787","0.8228944562899787","0.7993070362473347","0.7993070362473347","0.7993070362473347","0.8026385927505332","0.8026385927505332","0.8026385927505332","","","","0.7851812366737739","0.7851812366737739","0.7851812366737739","0.8403518123667377","0.8403518123667377","0.8403518123667377","0.7890458422174841","0.7890458422174841","0.7890458422174841","0.7798507462686567","0.7798507462686567","0.7798507462686567","0.8017057569296375","0.8017057569296375","0.8017057569296375","0.8371535181236675","0.8371535181236675","0.8371535181236675","0.7882462686567164","0.7882462686567164","0.7882462686567164","0.8109008528784648","0.8109008528784648","0.8109008528784648","0.8234941364605544","0.8234941364605544","0.8234941364605544","0.8115671641791045","0.8115671641791045","0.8115671641791045","0.8059701492537313","0.8059701492537313","0.8059701492537313","0.7938432835820896","0.7938432835820896","0.7938432835820896","0.8119669509594883","0.8119669509594883","0.8119669509594883","0.8419509594882729","0.8419509594882729","0.8419509594882729","0.615405117270789","0.615405117270789","0.615405117270789","0.8135660980810235","0.8135660980810235","0.8135660980810235","0.8287579957356076","0.8287579957356076","0.8287579957356076","0.8186300639658849","0.8186300639658849","0.8186300639658849","0.7959754797441364","0.7959754797441364","0.7959754797441364","0.7925106609808102","0.7925106609808102","0.7925106609808102","0.8323560767590619","0.8323560767590619","0.8323560767590619"
"24","0.8160980810234542","0.8160980810234542","0.8160980810234542","0.8578091684434969","0.8578091684434969","0.8578091684434969","0.8302238805970149","0.8302238805970149","0.8302238805970149","0.7719216417910448","0.7719216417910448","0.7719216417910448","0.8324893390191899","0.8324893390191899","0.8324893390191899","0.8178304904051173","0.8178304904051173","0.8178304904051173","0.8484808102345416","0.8484808102345416","0.8484808102345416","0.8079690831556504","0.8079690831556504","0.8079690831556504","","","","0.8050373134328359","0.8050373134328359","0.8050373134328359","0.6636460554371002","0.6636460554371002","0.6636460554371002","0.8226945628997868","0.8226945628997868","0.8226945628997868","0.7675239872068229","0.7675239872068229","0.7675239872068229","0.784981343283582","0.784981343283582","0.784981343283582","0.8360874200426439","0.8360874200426439","0.8360874200426439","0.7997068230277186","0.7997068230277186","0.7997068230277186","0.8384861407249466","0.8384861407249466","0.8384861407249466","0.8118336886993603","0.8118336886993603","0.8118336886993603","0.7563965884861408","0.7563965884861408","0.7563965884861408","0.8003731343283581","0.8003731343283581","0.8003731343283581","0.8318230277185501","0.8318230277185501","0.8318230277185501","0.8099680170575693","0.8099680170575693","0.8099680170575693","0.8102345415778252","0.8102345415778252","0.8102345415778252","0.7342750533049041","0.7342750533049041","0.7342750533049041","0.8184968017057569","0.8184968017057569","0.8184968017057569","0.8194296375266524","0.8194296375266524","0.8194296375266524","0.839952025586354","0.839952025586354","0.839952025586354","0.8059701492537313","0.8059701492537313","0.8059701492537313","0.8543443496801706","0.8543443496801706","0.8543443496801706","0.8414179104477612","0.8414179104477612","0.8414179104477612"
