"Step","13-x2ct-20250607_010214 - val_auc","13-x2ct-20250607_010214 - val_auc__MIN","13-x2ct-20250607_010214 - val_auc__MAX","30-x2ct-20250605_051616 - val_auc","30-x2ct-20250605_051616 - val_auc__MIN","30-x2ct-20250605_051616 - val_auc__MAX","29-x2ct-20250605_050310 - val_auc","29-x2ct-20250605_050310 - val_auc__MIN","29-x2ct-20250605_050310 - val_auc__MAX","28-x2ct-20250605_050152 - val_auc","28-x2ct-20250605_050152 - val_auc__MIN","28-x2ct-20250605_050152 - val_auc__MAX","26-x2ct-20250605_050026 - val_auc","26-x2ct-20250605_050026 - val_auc__MIN","26-x2ct-20250605_050026 - val_auc__MAX","27-x2ct-20250605_045920 - val_auc","27-x2ct-20250605_045920 - val_auc__MIN","27-x2ct-20250605_045920 - val_auc__MAX","25-x2ct-20250605_042726 - val_auc","25-x2ct-20250605_042726 - val_auc__MIN","25-x2ct-20250605_042726 - val_auc__MAX","24-x2ct-20250605_042150 - val_auc","24-x2ct-20250605_042150 - val_auc__MIN","24-x2ct-20250605_042150 - val_auc__MAX","23-x2ct-20250605_040620 - val_auc","23-x2ct-20250605_040620 - val_auc__MIN","23-x2ct-20250605_040620 - val_auc__MAX","22-x2ct-20250605_032711 - val_auc","22-x2ct-20250605_032711 - val_auc__MIN","22-x2ct-20250605_032711 - val_auc__MAX","21-x2ct-20250605_031244 - val_auc","21-x2ct-20250605_031244 - val_auc__MIN","21-x2ct-20250605_031244 - val_auc__MAX","20-x2ct-20250605_030844 - val_auc","20-x2ct-20250605_030844 - val_auc__MIN","20-x2ct-20250605_030844 - val_auc__MAX","19-x2ct-20250605_023333 - val_auc","19-x2ct-20250605_023333 - val_auc__MIN","19-x2ct-20250605_023333 - val_auc__MAX","18-x2ct-20250605_022611 - val_auc","18-x2ct-20250605_022611 - val_auc__MIN","18-x2ct-20250605_022611 - val_auc__MAX","16-x2ct-20250605_021715 - val_auc","16-x2ct-20250605_021715 - val_auc__MIN","16-x2ct-20250605_021715 - val_auc__MAX","17-x2ct-20250605_021715 - val_auc","17-x2ct-20250605_021715 - val_auc__MIN","17-x2ct-20250605_021715 - val_auc__MAX","15-x2ct-20250605_014356 - val_auc","15-x2ct-20250605_014356 - val_auc__MIN","15-x2ct-20250605_014356 - val_auc__MAX","14-x2ct-20250605_013513 - val_auc","14-x2ct-20250605_013513 - val_auc__MIN","14-x2ct-20250605_013513 - val_auc__MAX","12-x2ct-20250605_013414 - val_auc","12-x2ct-20250605_013414 - val_auc__MIN","12-x2ct-20250605_013414 - val_auc__MAX","11-x2ct-20250605_002211 - val_auc","11-x2ct-20250605_002211 - val_auc__MIN","11-x2ct-20250605_002211 - val_auc__MAX","10-x2ct-20250605_001405 - val_auc","10-x2ct-20250605_001405 - val_auc__MIN","10-x2ct-20250605_001405 - val_auc__MAX","9-x2ct-20250604_235138 - val_auc","9-x2ct-20250604_235138 - val_auc__MIN","9-x2ct-20250604_235138 - val_auc__MAX","8-x2ct-20250604_233322 - val_auc","8-x2ct-20250604_233322 - val_auc__MIN","8-x2ct-20250604_233322 - val_auc__MAX","7-x2ct-20250604_230121 - val_auc","7-x2ct-20250604_230121 - val_auc__MIN","7-x2ct-20250604_230121 - val_auc__MAX","6-x2ct-20250604_223606 - val_auc","6-x2ct-20250604_223606 - val_auc__MIN","6-x2ct-20250604_223606 - val_auc__MAX","5-x2ct-20250604_222605 - val_auc","5-x2ct-20250604_222605 - val_auc__MIN","5-x2ct-20250604_222605 - val_auc__MAX","3-x2ct-20250604_215732 - val_auc","3-x2ct-20250604_215732 - val_auc__MIN","3-x2ct-20250604_215732 - val_auc__MAX","4-x2ct-20250604_215658 - val_auc","4-x2ct-20250604_215658 - val_auc__MIN","4-x2ct-20250604_215658 - val_auc__MAX","2-x2ct-20250604_215106 - val_auc","2-x2ct-20250604_215106 - val_auc__MIN","2-x2ct-20250604_215106 - val_auc__MAX","1-x2ct-20250604_214206 - val_auc","1-x2ct-20250604_214206 - val_auc__MIN","1-x2ct-20250604_214206 - val_auc__MAX"
"10","0.716751066098081","0.716751066098081","0.716751066098081","0.8534115138592752","0.8534115138592752","0.8534115138592752","0.8222281449893389","0.8222281449893389","0.8222281449893389","0.8542110874200426","0.8542110874200426","0.8542110874200426","0.8228944562899787","0.8228944562899787","0.8228944562899787","0.818230277185501","0.818230277185501","0.818230277185501","0.8364872068230278","0.8364872068230278","0.8364872068230278","0.8075692963752665","0.8075692963752665","0.8075692963752665","0.8404850746268657","0.8404850746268657","0.8404850746268657","0.8440831556503199","0.8440831556503199","0.8440831556503199","0.8582089552238806","0.8582089552238806","0.8582089552238806","0.8198294243070363","0.8198294243070363","0.8198294243070363","0.8499466950959488","0.8499466950959488","0.8499466950959488","0.8444829424307037","0.8444829424307037","0.8444829424307037","0.8398187633262261","0.8398187633262261","0.8398187633262261","0.8148987206823027","0.8148987206823027","0.8148987206823027","0.804504264392324","0.804504264392324","0.804504264392324","0.7799173773987207","0.7799173773987207","0.7799173773987207","0.8390191897654585","0.8390191897654585","0.8390191897654585","0.7787846481876333","0.7787846481876333","0.7787846481876333","0.7711886993603411","0.7711886993603411","0.7711886993603411","0.8674040511727079","0.8674040511727079","0.8674040511727079","0.8364872068230278","0.8364872068230278","0.8364872068230278","0.8250266524520256","0.8250266524520256","0.8250266524520256","0.8311567164179104","0.8311567164179104","0.8311567164179104","0.8659381663113007","0.8659381663113007","0.8659381663113007","0.8130330490405118","0.8130330490405118","0.8130330490405118","0.8021055437100213","0.8021055437100213","0.8021055437100213","0.8448827292110874","0.8448827292110874","0.8448827292110874","0.8539445628997867","0.8539445628997867","0.8539445628997867"
"11","0.8442830490405118","0.8442830490405118","0.8442830490405118","0.8430836886993603","0.8430836886993603","0.8430836886993603","0.851679104477612","0.851679104477612","0.851679104477612","0.828091684434968","0.828091684434968","0.828091684434968","0.8134328358208954","0.8134328358208954","0.8134328358208954","0.7801172707889127","0.7801172707889127","0.7801172707889127","0.8456823027718551","0.8456823027718551","0.8456823027718551","0.8158315565031983","0.8158315565031983","0.8158315565031983","0.8532782515991472","0.8532782515991472","0.8532782515991472","0.8604744136460555","0.8604744136460555","0.8604744136460555","0.8426172707889127","0.8426172707889127","0.8426172707889127","0.8135660980810235","0.8135660980810235","0.8135660980810235","0.8740671641791045","0.8740671641791045","0.8740671641791045","0.8560767590618337","0.8560767590618337","0.8560767590618337","0.8150319829424307","0.8150319829424307","0.8150319829424307","0.8591417910447762","0.8591417910447762","0.8591417910447762","0.8536780383795309","0.8536780383795309","0.8536780383795309","0.7960421108742004","0.7960421108742004","0.7960421108742004","0.8536780383795309","0.8536780383795309","0.8536780383795309","0.8338219616204691","0.8338219616204691","0.8338219616204691","0.7662579957356077","0.7662579957356077","0.7662579957356077","0.5325159914712153","0.5325159914712153","0.5325159914712153","0.834221748400853","0.834221748400853","0.834221748400853","0.8136993603411514","0.8136993603411514","0.8136993603411514","0.8178304904051172","0.8178304904051172","0.8178304904051172","0.839952025586354","0.839952025586354","0.839952025586354","0.8403518123667377","0.8403518123667377","0.8403518123667377","0.8560767590618338","0.8560767590618338","0.8560767590618338","0.8446162046908315","0.8446162046908315","0.8446162046908315","0.8323560767590619","0.8323560767590619","0.8323560767590619"
"12","0.7850479744136462","0.7850479744136462","0.7850479744136462","0.8583422174840085","0.8583422174840085","0.8583422174840085","0.800639658848614","0.800639658848614","0.800639658848614","0.8526785714285714","0.8526785714285714","0.8526785714285714","0.7927771855010661","0.7927771855010661","0.7927771855010661","0.7711220682302771","0.7711220682302771","0.7711220682302771","0.8382196162046909","0.8382196162046909","0.8382196162046909","0.8139658848614073","0.8139658848614073","0.8139658848614073","0.8723347547974414","0.8723347547974414","0.8723347547974414","0.8670042643923241","0.8670042643923241","0.8670042643923241","0.8604744136460555","0.8604744136460555","0.8604744136460555","0.8274253731343283","0.8274253731343283","0.8274253731343283","0.8498134328358209","0.8498134328358209","0.8498134328358209","0.8668710021321961","0.8668710021321961","0.8668710021321961","0.8486140724946695","0.8486140724946695","0.8486140724946695","0.7834488272921107","0.7834488272921107","0.7834488272921107","0.8623400852878466","0.8623400852878466","0.8623400852878466","0.8025053304904052","0.8025053304904052","0.8025053304904052","0.8462153518123667","0.8462153518123667","0.8462153518123667","0.8029051172707891","0.8029051172707891","0.8029051172707891","0.7971748400852878","0.7971748400852878","0.7971748400852878","0.8519456289978677","0.8519456289978677","0.8519456289978677","0.8200959488272921","0.8200959488272921","0.8200959488272921","0.8136327292110874","0.8136327292110874","0.8136327292110874","0.8579424307036247","0.8579424307036247","0.8579424307036247","0.7760527718550106","0.7760527718550106","0.7760527718550106","0.8203624733475479","0.8203624733475479","0.8203624733475479","0.8636060767590619","0.8636060767590619","0.8636060767590619","0.8354211087420043","0.8354211087420043","0.8354211087420043","0.8480810234541578","0.8480810234541578","0.8480810234541578"
"13","0.7582622601279317","0.7582622601279317","0.7582622601279317","0.857542643923241","0.857542643923241","0.857542643923241","0.818363539445629","0.818363539445629","0.818363539445629","0.8508128997867803","0.8508128997867803","0.8508128997867803","0.8366204690831557","0.8366204690831557","0.8366204690831557","0.7768523454157782","0.7768523454157782","0.7768523454157782","0.8482142857142857","0.8482142857142857","0.8482142857142857","0.8091684434968017","0.8091684434968017","0.8091684434968017","0.8656716417910448","0.8656716417910448","0.8656716417910448","0.8248933901918976","0.8248933901918976","0.8248933901918976","0.8511460554371003","0.8511460554371003","0.8511460554371003","0.8455490405117271","0.8455490405117271","0.8455490405117271","0.8470149253731344","0.8470149253731344","0.8470149253731344","0.8482142857142857","0.8482142857142857","0.8482142857142857","0.8246268656716418","0.8246268656716418","0.8246268656716418","0.8412846481876333","0.8412846481876333","0.8412846481876333","0.8419509594882729","0.8419509594882729","0.8419509594882729","0.8324893390191899","0.8324893390191899","0.8324893390191899","0.8150319829424307","0.8150319829424307","0.8150319829424307","0.8286247334754797","0.8286247334754797","0.8286247334754797","0.767324093816631","0.767324093816631","0.767324093816631","0.8522121535181236","0.8522121535181236","0.8522121535181236","0.8219616204690833","0.8219616204690833","0.8219616204690833","0.8546108742004265","0.8546108742004265","0.8546108742004265","0.8571428571428571","0.8571428571428571","0.8571428571428571","0.8623400852878466","0.8623400852878466","0.8623400852878466","0.8375533049040512","0.8375533049040512","0.8375533049040512","0.8287579957356077","0.8287579957356077","0.8287579957356077","0.8712686567164181","0.8712686567164181","0.8712686567164181","0.8572761194029851","0.8572761194029851","0.8572761194029851"
"14","0.7947094882729211","0.7947094882729211","0.7947094882729211","0.8479477611940298","0.8479477611940298","0.8479477611940298","0.8176972281449895","0.8176972281449895","0.8176972281449895","0.8498800639658849","0.8498800639658849","0.8498800639658849","0.7671908315565032","0.7671908315565032","0.7671908315565032","0.8254264392324094","0.8254264392324094","0.8254264392324094","0.8668710021321961","0.8668710021321961","0.8668710021321961","0.8270255863539446","0.8270255863539446","0.8270255863539446","0.8402185501066098","0.8402185501066098","0.8402185501066098","0.8256263326226013","0.8256263326226013","0.8256263326226013","0.8566098081023454","0.8566098081023454","0.8566098081023454","0.8395522388059701","0.8395522388059701","0.8395522388059701","0.8431503198294242","0.8431503198294242","0.8431503198294242","0.8699360341151385","0.8699360341151385","0.8699360341151385","0.85567697228145","0.85567697228145","0.85567697228145","0.8568763326226013","0.8568763326226013","0.8568763326226013","0.8435501066098081","0.8435501066098081","0.8435501066098081","0.7905117270788914","0.7905117270788914","0.7905117270788914","0.8118336886993603","0.8118336886993603","0.8118336886993603","0.8415511727078892","0.8415511727078892","0.8415511727078892","0.7775852878464818","0.7775852878464818","0.7775852878464818","0.8488805970149254","0.8488805970149254","0.8488805970149254","0.8319562899786781","0.8319562899786781","0.8319562899786781","0.8170975479744136","0.8170975479744136","0.8170975479744136","0.826159381663113","0.826159381663113","0.826159381663113","0.8479477611940298","0.8479477611940298","0.8479477611940298","0.8391524520255864","0.8391524520255864","0.8391524520255864","0.8660714285714286","0.8660714285714286","0.8660714285714286","0.8643390191897655","0.8643390191897655","0.8643390191897655","0.8474147121535182","0.8474147121535182","0.8474147121535182"
"15","0.8424840085287846","0.8424840085287846","0.8424840085287846","0.8374200426439233","0.8374200426439233","0.8374200426439233","0.8466817697228145","0.8466817697228145","0.8466817697228145","0.8526119402985075","0.8526119402985075","0.8526119402985075","0.8344882729211087","0.8344882729211087","0.8344882729211087","0.8362873134328358","0.8362873134328358","0.8362873134328358","0.8468816631130065","0.8468816631130065","0.8468816631130065","0.8099680170575693","0.8099680170575693","0.8099680170575693","0.8424840085287847","0.8424840085287847","0.8424840085287847","0.8619402985074628","0.8619402985074628","0.8619402985074628","0.8475479744136462","0.8475479744136462","0.8475479744136462","0.8452825159914713","0.8452825159914713","0.8452825159914713","0.8720015991471215","0.8720015991471215","0.8720015991471215","0.8644722814498934","0.8644722814498934","0.8644722814498934","0.8434168443496802","0.8434168443496802","0.8434168443496802","0.8368869936034115","0.8368869936034115","0.8368869936034115","0.8277585287846482","0.8277585287846482","0.8277585287846482","0.8480810234541577","0.8480810234541577","0.8480810234541577","0.81636460554371","0.81636460554371","0.81636460554371","0.8411513859275052","0.8411513859275052","0.8411513859275052","0.7903784648187633","0.7903784648187633","0.7903784648187633","0.8696695095948828","0.8696695095948828","0.8696695095948828","0.8488805970149255","0.8488805970149255","0.8488805970149255","0.8324893390191896","0.8324893390191896","0.8324893390191896","0.8483475479744137","0.8483475479744137","0.8483475479744137","0.8668710021321961","0.8668710021321961","0.8668710021321961","0.851679104477612","0.851679104477612","0.851679104477612","0.8502132196162047","0.8502132196162047","0.8502132196162047","0.8446162046908315","0.8446162046908315","0.8446162046908315","0.8295575692963754","0.8295575692963754","0.8295575692963754"
"16","0.7837153518123667","0.7837153518123667","0.7837153518123667","0.8018390191897654","0.8018390191897654","0.8018390191897654","0.8534115138592753","0.8534115138592753","0.8534115138592753","0.8504797441364605","0.8504797441364605","0.8504797441364605","0.6717750533049041","0.6717750533049041","0.6717750533049041","0.835954157782516","0.835954157782516","0.835954157782516","0.8372867803837954","0.8372867803837954","0.8372867803837954","0.8314232409381663","0.8314232409381663","0.8314232409381663","0.8275586353944562","0.8275586353944562","0.8275586353944562","0.8863272921108742","0.8863272921108742","0.8863272921108742","0.8404850746268657","0.8404850746268657","0.8404850746268657","0.855143923240938","0.855143923240938","0.855143923240938","0.87113539445629","0.87113539445629","0.87113539445629","0.8785980810234543","0.8785980810234543","0.8785980810234543","0.8316897654584221","0.8316897654584221","0.8316897654584221","0.8258262260127932","0.8258262260127932","0.8258262260127932","0.8324893390191898","0.8324893390191898","0.8324893390191898","0.822161513859275","0.822161513859275","0.822161513859275","0.8510127931769722","0.8510127931769722","0.8510127931769722","0.8440831556503199","0.8440831556503199","0.8440831556503199","0.8132995735607677","0.8132995735607677","0.8132995735607677","0.8522121535181237","0.8522121535181237","0.8522121535181237","0.843816631130064","0.843816631130064","0.843816631130064","0.8415511727078892","0.8415511727078892","0.8415511727078892","0.8524786780383795","0.8524786780383795","0.8524786780383795","0.8298240938166311","0.8298240938166311","0.8298240938166311","0.8384861407249466","0.8384861407249466","0.8384861407249466","0.8800639658848614","0.8800639658848614","0.8800639658848614","0.8362206823027719","0.8362206823027719","0.8362206823027719","0.8755330490405117","0.8755330490405117","0.8755330490405117"
"17","0.8502132196162047","0.8502132196162047","0.8502132196162047","0.8467484008528786","0.8467484008528786","0.8467484008528786","0.8578091684434968","0.8578091684434968","0.8578091684434968","0.8564099147121536","0.8564099147121536","0.8564099147121536","0.8610074626865671","0.8610074626865671","0.8610074626865671","0.8358208955223881","0.8358208955223881","0.8358208955223881","0.8560767590618337","0.8560767590618337","0.8560767590618337","0.8268923240938165","0.8268923240938165","0.8268923240938165","0.8556769722814498","0.8556769722814498","0.8556769722814498","0.8126332622601279","0.8126332622601279","0.8126332622601279","0.857276119402985","0.857276119402985","0.857276119402985","0.855410447761194","0.855410447761194","0.855410447761194","0.8708688699360342","0.8708688699360342","0.8708688699360342","0.8796641791044776","0.8796641791044776","0.8796641791044776","0.8111673773987206","0.8111673773987206","0.8111673773987206","0.8131663113006397","0.8131663113006397","0.8131663113006397","0.8523454157782516","0.8523454157782516","0.8523454157782516","0.8286247334754797","0.8286247334754797","0.8286247334754797","0.8495469083155651","0.8495469083155651","0.8495469083155651","0.8431503198294242","0.8431503198294242","0.8431503198294242","0.8358208955223881","0.8358208955223881","0.8358208955223881","0.8650053304904053","0.8650053304904053","0.8650053304904053","0.8114339019189766","0.8114339019189766","0.8114339019189766","0.8198294243070362","0.8198294243070362","0.8198294243070362","0.8488139658848614","0.8488139658848614","0.8488139658848614","0.8540778251599147","0.8540778251599147","0.8540778251599147","0.8287579957356077","0.8287579957356077","0.8287579957356077","0.8600746268656715","0.8600746268656715","0.8600746268656715","0.8547441364605545","0.8547441364605545","0.8547441364605545","0.8648720682302772","0.8648720682302772","0.8648720682302772"
"18","0.7281449893390193","0.7281449893390193","0.7281449893390193","0.869402985074627","0.869402985074627","0.869402985074627","0.825892857142857","0.825892857142857","0.825892857142857","0.8626066098081023","0.8626066098081023","0.8626066098081023","0.8639392324093816","0.8639392324093816","0.8639392324093816","0.8423507462686567","0.8423507462686567","0.8423507462686567","0.8659381663113006","0.8659381663113006","0.8659381663113006","0.8334221748400853","0.8334221748400853","0.8334221748400853","0.8751332622601279","0.8751332622601279","0.8751332622601279","0.8534115138592749","0.8534115138592749","0.8534115138592749","0.8624733475479744","0.8624733475479744","0.8624733475479744","0.849813432835821","0.849813432835821","0.849813432835821","0.8666044776119404","0.8666044776119404","0.8666044776119404","0.8759328358208954","0.8759328358208954","0.8759328358208954","0.8338219616204691","0.8338219616204691","0.8338219616204691","0.8390191897654584","0.8390191897654584","0.8390191897654584","0.8251599147121536","0.8251599147121536","0.8251599147121536","0.8136993603411514","0.8136993603411514","0.8136993603411514","0.8496801705756929","0.8496801705756929","0.8496801705756929","0.847681236673774","0.847681236673774","0.847681236673774","0.8327558635394456","0.8327558635394456","0.8327558635394456","0.8566098081023453","0.8566098081023453","0.8566098081023453","0.8218283582089552","0.8218283582089552","0.8218283582089552","0.8432835820895522","0.8432835820895522","0.8432835820895522","0.8300906183368868","0.8300906183368868","0.8300906183368868","0.8760660980810234","0.8760660980810234","0.8760660980810234","0.851679104477612","0.851679104477612","0.851679104477612","0.8676705756929638","0.8676705756929638","0.8676705756929638","0.855543710021322","0.855543710021322","0.855543710021322","0.8704690831556503","0.8704690831556503","0.8704690831556503"
"19","0.7929770788912581","0.7929770788912581","0.7929770788912581","0.8436833688699361","0.8436833688699361","0.8436833688699361","0.8387526652452026","0.8387526652452026","0.8387526652452026","0.8515458422174839","0.8515458422174839","0.8515458422174839","0.8472814498933902","0.8472814498933902","0.8472814498933902","0.8444163113006397","0.8444163113006397","0.8444163113006397","0.8486140724946696","0.8486140724946696","0.8486140724946696","0.8330223880597016","0.8330223880597016","0.8330223880597016","0.8512793176972282","0.8512793176972282","0.8512793176972282","0.8644722814498934","0.8644722814498934","0.8644722814498934","0.8901918976545842","0.8901918976545842","0.8901918976545842","0.843683368869936","0.843683368869936","0.843683368869936","0.8398187633262261","0.8398187633262261","0.8398187633262261","0.8732675906183368","0.8732675906183368","0.8732675906183368","0.8563432835820896","0.8563432835820896","0.8563432835820896","0.8631396588486141","0.8631396588486141","0.8631396588486141","0.8624733475479743","0.8624733475479743","0.8624733475479743","0.808502132196162","0.808502132196162","0.808502132196162","0.8348880597014925","0.8348880597014925","0.8348880597014925","0.8499466950959489","0.8499466950959489","0.8499466950959489","0.8211620469083156","0.8211620469083156","0.8211620469083156","0.8699360341151385","0.8699360341151385","0.8699360341151385","0.8415511727078892","0.8415511727078892","0.8415511727078892","0.48560767590618337","0.48560767590618337","0.48560767590618337","0.8415511727078892","0.8415511727078892","0.8415511727078892","0.8414179104477612","0.8414179104477612","0.8414179104477612","0.859408315565032","0.859408315565032","0.859408315565032","0.8475479744136462","0.8475479744136462","0.8475479744136462","0.8755330490405118","0.8755330490405118","0.8755330490405118","0.8510127931769723","0.8510127931769723","0.8510127931769723"
"20","0.8222281449893389","0.8222281449893389","0.8222281449893389","0.8583422174840086","0.8583422174840086","0.8583422174840086","0.8506796375266525","0.8506796375266525","0.8506796375266525","0.841817697228145","0.841817697228145","0.841817697228145","0.8470149253731344","0.8470149253731344","0.8470149253731344","0.8390191897654584","0.8390191897654584","0.8390191897654584","0.8578091684434969","0.8578091684434969","0.8578091684434969","0.8110341151385928","0.8110341151385928","0.8110341151385928","0.8719349680170576","0.8719349680170576","0.8719349680170576","0.8479477611940298","0.8479477611940298","0.8479477611940298","0.8885927505330491","0.8885927505330491","0.8885927505330491","0.849680170575693","0.849680170575693","0.849680170575693","0.8684701492537314","0.8684701492537314","0.8684701492537314","0.8639392324093816","0.8639392324093816","0.8639392324093816","0.8627398720682303","0.8627398720682303","0.8627398720682303","0.7602611940298508","0.7602611940298508","0.7602611940298508","0.8419509594882729","0.8419509594882729","0.8419509594882729","0.8360874200426439","0.8360874200426439","0.8360874200426439","0.8208955223880596","0.8208955223880596","0.8208955223880596","0.8528784648187634","0.8528784648187634","0.8528784648187634","0.8015724946695096","0.8015724946695096","0.8015724946695096","0.8374200426439232","0.8374200426439232","0.8374200426439232","0.8420842217484009","0.8420842217484009","0.8420842217484009","0.826226012793177","0.826226012793177","0.826226012793177","0.847681236673774","0.847681236673774","0.847681236673774","0.8602078891257996","0.8602078891257996","0.8602078891257996","0.8516791044776119","0.8516791044776119","0.8516791044776119","0.8602078891257996","0.8602078891257996","0.8602078891257996","0.8684701492537313","0.8684701492537313","0.8684701492537313","0.8651385927505331","0.8651385927505331","0.8651385927505331"
"21","0.7741204690831557","0.7741204690831557","0.7741204690831557","0.7634594882729211","0.7634594882729211","0.7634594882729211","0.8370202558635393","0.8370202558635393","0.8370202558635393","0.8552771855010662","0.8552771855010662","0.8552771855010662","0.8508795309168443","0.8508795309168443","0.8508795309168443","0.8251599147121536","0.8251599147121536","0.8251599147121536","0.8347547974413646","0.8347547974413646","0.8347547974413646","0.837819829424307","0.837819829424307","0.837819829424307","0.8899253731343283","0.8899253731343283","0.8899253731343283","0.8564765458422176","0.8564765458422176","0.8564765458422176","0.8836620469083156","0.8836620469083156","0.8836620469083156","0.8496801705756929","0.8496801705756929","0.8496801705756929","0.8648720682302773","0.8648720682302773","0.8648720682302773","0.867004264392324","0.867004264392324","0.867004264392324","0.863272921108742","0.863272921108742","0.863272921108742","0.8468816631130064","0.8468816631130064","0.8468816631130064","0.8546108742004265","0.8546108742004265","0.8546108742004265","0.861273987206823","0.861273987206823","0.861273987206823","0.8648720682302772","0.8648720682302772","0.8648720682302772","0.8496801705756929","0.8496801705756929","0.8496801705756929","0.8423507462686567","0.8423507462686567","0.8423507462686567","0.8714019189765458","0.8714019189765458","0.8714019189765458","0.8422174840085288","0.8422174840085288","0.8422174840085288","0.8348214285714285","0.8348214285714285","0.8348214285714285","0.8474813432835822","0.8474813432835822","0.8474813432835822","0.8581423240938166","0.8581423240938166","0.8581423240938166","0.8683368869936036","0.8683368869936036","0.8683368869936036","0.8664712153518124","0.8664712153518124","0.8664712153518124","0.8781982942430705","0.8781982942430705","0.8781982942430705","0.8526119402985075","0.8526119402985075","0.8526119402985075"
"22","0.7061567164179106","0.7061567164179106","0.7061567164179106","0.8408848614072495","0.8408848614072495","0.8408848614072495","0.8480810234541578","0.8480810234541578","0.8480810234541578","0.8510794243070362","0.8510794243070362","0.8510794243070362","0.8586087420042643","0.8586087420042643","0.8586087420042643","0.8366871002132196","0.8366871002132196","0.8366871002132196","0.8408848614072495","0.8408848614072495","0.8408848614072495","0.8486140724946696","0.8486140724946696","0.8486140724946696","0.8680703624733476","0.8680703624733476","0.8680703624733476","0.8186300639658848","0.8186300639658848","0.8186300639658848","0.8843283582089553","0.8843283582089553","0.8843283582089553","0.8503464818763327","0.8503464818763327","0.8503464818763327","0.8696695095948828","0.8696695095948828","0.8696695095948828","0.8564765458422176","0.8564765458422176","0.8564765458422176","0.8602078891257995","0.8602078891257995","0.8602078891257995","0.8602078891257995","0.8602078891257995","0.8602078891257995","","","","0.8529450959488274","0.8529450959488274","0.8529450959488274","0.8267590618336887","0.8267590618336887","0.8267590618336887","0.8498134328358209","0.8498134328358209","0.8498134328358209","0.849680170575693","0.849680170575693","0.849680170575693","0.8761993603411514","0.8761993603411514","0.8761993603411514","0.8366204690831557","0.8366204690831557","0.8366204690831557","0.8216950959488273","0.8216950959488273","0.8216950959488273","0.843883262260128","0.843883262260128","0.843883262260128","0.8724680170575693","0.8724680170575693","0.8724680170575693","0.8611407249466952","0.8611407249466952","0.8611407249466952","0.8819296375266524","0.8819296375266524","0.8819296375266524","0.8804637526652451","0.8804637526652451","0.8804637526652451","0.8428837953091685","0.8428837953091685","0.8428837953091685"
"23","0.8488805970149254","0.8488805970149254","0.8488805970149254","0.8448827292110874","0.8448827292110874","0.8448827292110874","0.8410847547974414","0.8410847547974414","0.8410847547974414","0.8486140724946695","0.8486140724946695","0.8486140724946695","0.8528784648187633","0.8528784648187633","0.8528784648187633","0.8137659914712153","0.8137659914712153","0.8137659914712153","0.8411513859275054","0.8411513859275054","0.8411513859275054","0.8523454157782515","0.8523454157782515","0.8523454157782515","0.8678038379530916","0.8678038379530916","0.8678038379530916","0.8422174840085288","0.8422174840085288","0.8422174840085288","0.8791311300639659","0.8791311300639659","0.8791311300639659","0.8506130063965885","0.8506130063965885","0.8506130063965885","0.882862473347548","0.882862473347548","0.882862473347548","0.8676705756929637","0.8676705756929637","0.8676705756929637","0.8618070362473347","0.8618070362473347","0.8618070362473347","0.8690031982942431","0.8690031982942431","0.8690031982942431","","","","0.7983742004264393","0.7983742004264393","0.7983742004264393","0.8606076759061834","0.8606076759061834","0.8606076759061834","0.8514125799573561","0.8514125799573561","0.8514125799573561","0.8251599147121534","0.8251599147121534","0.8251599147121534","0.8765991471215352","0.8765991471215352","0.8765991471215352","0.843550106609808","0.843550106609808","0.843550106609808","0.8280916844349682","0.8280916844349682","0.8280916844349682","0.8576759061833689","0.8576759061833689","0.8576759061833689","0.8464818763326226","0.8464818763326226","0.8464818763326226","0.845682302771855","0.845682302771855","0.845682302771855","0.876998933901919","0.876998933901919","0.876998933901919","0.8751332622601279","0.8751332622601279","0.8751332622601279","0.8694029850746268","0.8694029850746268","0.8694029850746268"
